11:14:10.6901 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6902 [INFO] uart5: [virt: 24.21s (+17.7ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6915 [INFO] uart5: [output] Begin synthetic workload!
11:14:10.6916 [INFO] uart5: [virt:  24.21s (+0.2ms)] Begin synthetic workload!
11:14:10.7021 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 424541, 'allocation': true}
11:14:13.4710 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:13.4853 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2301, 'allocation': true}
11:14:13.4855 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2301, 'allocation': true}
11:14:13.5017 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5120, 'obj-in-use': 2, 'instruction count': 1593, 'allocation': true}
11:14:13.5018 [INFO] uart5: [virt:  24.42s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5120, 'obj-in-use': 2, 'instruction count': 1593, 'allocation': true}
11:14:13.5140 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 20623, 'allocation': false}
11:14:13.5141 [INFO] uart5: [virt:  24.42s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 20623, 'allocation': false}
11:14:13.5281 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:13.5282 [INFO] uart5: [virt:  24.42s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:13.5434 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 8087, 'allocation': true}
11:14:13.5435 [INFO] uart5: [virt:  24.42s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 8087, 'allocation': true}
11:14:13.5620 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:13.5621 [INFO] uart5: [virt:  24.42s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:13.5799 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1902, 'allocation': true}
11:14:13.5801 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1902, 'allocation': true}
11:14:13.5954 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:13.5955 [INFO] uart5: [virt:  24.42s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:13.6098 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1696, 'allocation': true}
11:14:13.6099 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1696, 'allocation': true}
11:14:13.6249 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:13.6250 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:13.6391 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 2027, 'allocation': true}
11:14:13.6391 [INFO] uart5: [virt:  24.42s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 2027, 'allocation': true}
11:14:13.6551 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:13.6553 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:13.6661 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1828, 'allocation': true}
11:14:13.6661 [INFO] uart5: [virt:  24.43s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1828, 'allocation': true}
11:14:13.6819 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:13.6820 [INFO] uart5: [virt:  24.43s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:13.6951 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:13.6953 [INFO] uart5: [virt:  24.43s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:13.7082 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:13.7083 [INFO] uart5: [virt:  24.43s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:13.7252 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1660, 'allocation': true}
11:14:13.7252 [INFO] uart5: [virt:  24.43s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1660, 'allocation': true}
11:14:13.7401 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:13.7403 [INFO] uart5: [virt:  24.43s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:13.7595 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 4773, 'allocation': true}
11:14:13.7596 [INFO] uart5: [virt:  24.43s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 4773, 'allocation': true}
11:14:13.7792 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8208, 'obj-in-use': 2, 'instruction count': 1555, 'allocation': true}
11:14:13.7793 [INFO] uart5: [virt:  24.43s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8208, 'obj-in-use': 2, 'instruction count': 1555, 'allocation': true}
11:14:13.7954 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 130584, 'allocation': false}
11:14:13.7955 [INFO] uart5: [virt:  24.43s (+1.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 130584, 'allocation': false}
11:14:13.8151 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 2, 'instruction count': 1553, 'allocation': true}
11:14:13.8153 [INFO] uart5: [virt:  24.43s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 2, 'instruction count': 1553, 'allocation': true}
11:14:13.8320 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1252, 'allocation': false}
11:14:13.8322 [INFO] uart5: [virt:  24.43s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1252, 'allocation': false}
11:14:13.8604 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:13.8606 [INFO] uart5: [virt: 24.44s (+10.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:13.8770 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 8317, 'allocation': true}
11:14:13.8771 [INFO] uart5: [virt:  24.44s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 8317, 'allocation': true}
11:14:13.8956 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:13.8957 [INFO] uart5: [virt:  24.44s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:13.9140 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1696, 'allocation': true}
11:14:13.9141 [INFO] uart5: [virt:  24.44s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1696, 'allocation': true}
11:14:13.9290 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 36896, 'obj-in-use': 10, 'instruction count': 2143, 'allocation': true}
11:14:13.9291 [INFO] uart5: [virt:  24.44s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 36896, 'obj-in-use': 10, 'instruction count': 2143, 'allocation': true}
11:14:13.9461 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 36864, 'obj-in-use': 9, 'instruction count': 1387, 'allocation': false}
11:14:13.9462 [INFO] uart5: [virt:  24.44s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 36864, 'obj-in-use': 9, 'instruction count': 1387, 'allocation': false}
11:14:13.9660 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 11190, 'allocation': false}
11:14:13.9662 [INFO] uart5: [virt:  24.44s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 11190, 'allocation': false}
11:14:13.9851 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 34506, 'allocation': true}
11:14:13.9852 [INFO] uart5: [virt:  24.45s (+0.8ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 34506, 'allocation': true}
11:14:14.0001 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1056, 'obj-in-use': 2, 'instruction count': 2342, 'allocation': true}
11:14:14.0002 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1056, 'obj-in-use': 2, 'instruction count': 2342, 'allocation': true}
11:14:14.0165 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 1387, 'allocation': false}
11:14:14.0166 [INFO] uart5: [virt:  24.45s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 1387, 'allocation': false}
11:14:14.0324 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1536, 'obj-in-use': 2, 'instruction count': 1962, 'allocation': true}
11:14:14.0325 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1536, 'obj-in-use': 2, 'instruction count': 1962, 'allocation': true}
11:14:14.0473 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1398, 'allocation': false}
11:14:14.0474 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1398, 'allocation': false}
11:14:14.0624 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12800, 'obj-in-use': 4, 'instruction count': 1739, 'allocation': true}
11:14:14.0625 [INFO] uart5: [virt:  24.45s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12800, 'obj-in-use': 4, 'instruction count': 1739, 'allocation': true}
11:14:14.0805 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16896, 'obj-in-use': 5, 'instruction count': 1617, 'allocation': true}
11:14:14.0806 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16896, 'obj-in-use': 5, 'instruction count': 1617, 'allocation': true}
11:14:14.0959 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 4310, 'allocation': false}
11:14:14.0959 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 4310, 'allocation': false}
11:14:14.1078 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1460, 'allocation': false}
11:14:14.1079 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1460, 'allocation': false}
11:14:14.1234 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 1604, 'allocation': true}
11:14:14.1236 [INFO] uart5: [virt:  24.45s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 1604, 'allocation': true}
11:14:14.1384 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1418, 'allocation': false}
11:14:14.1385 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1418, 'allocation': false}
11:14:14.1529 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:14.1530 [INFO] uart5: [virt:  24.45s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:14.1698 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 18680, 'allocation': true}
11:14:14.1699 [INFO] uart5: [virt:  24.45s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 18680, 'allocation': true}
11:14:14.1878 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 57344, 'obj-in-use': 14, 'instruction count': 1965, 'allocation': true}
11:14:14.1878 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 57344, 'obj-in-use': 14, 'instruction count': 1965, 'allocation': true}
11:14:14.2035 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 8347, 'allocation': false}
11:14:14.2035 [INFO] uart5: [virt:  24.45s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 8347, 'allocation': false}
11:14:14.2213 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 9953, 'allocation': false}
11:14:14.2213 [INFO] uart5: [virt:  24.45s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 9953, 'allocation': false}
11:14:14.2367 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 47745, 'allocation': true}
11:14:14.2368 [INFO] uart5: [virt:    24.45s (+1ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 47745, 'allocation': true}
11:14:14.2515 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:14.2516 [INFO] uart5: [virt:  24.45s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:14.2694 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 1683, 'allocation': true}
11:14:14.2696 [INFO] uart5: [virt:  24.45s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 1683, 'allocation': true}
11:14:14.2873 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8224, 'obj-in-use': 2, 'instruction count': 1629, 'allocation': true}
11:14:14.2874 [INFO] uart5: [virt:  24.46s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8224, 'obj-in-use': 2, 'instruction count': 1629, 'allocation': true}
11:14:14.3049 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8736, 'obj-in-use': 3, 'instruction count': 1632, 'allocation': true}
11:14:14.3050 [INFO] uart5: [virt:  24.46s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8736, 'obj-in-use': 3, 'instruction count': 1632, 'allocation': true}
11:14:14.3224 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8224, 'obj-in-use': 2, 'instruction count': 3008, 'allocation': false}
11:14:14.3225 [INFO] uart5: [virt:  24.46s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8224, 'obj-in-use': 2, 'instruction count': 3008, 'allocation': false}
11:14:14.3383 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 1443, 'allocation': false}
11:14:14.3383 [INFO] uart5: [virt:  24.46s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 1, 'instruction count': 1443, 'allocation': false}
11:14:14.3583 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 127587, 'allocation': false}
11:14:14.3584 [INFO] uart5: [virt:  24.46s (+1.8ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 127587, 'allocation': false}
11:14:14.3768 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 256, 'obj-in-use': 1, 'instruction count': 9045, 'allocation': true}
11:14:14.3769 [INFO] uart5: [virt:  24.46s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 256, 'obj-in-use': 1, 'instruction count': 9045, 'allocation': true}
